,Open,High,Low,Close,Adj Close,Volume
2021-10-09 10:00:00+00:00,54912.47265625,54955.0546875,54613.7421875,54856.77734375,54856.77734375,207642624
2021-10-09 11:00:00+00:00,54887.34765625,55241.734375,54809.50390625,54809.50390625,54809.50390625,728229888
2021-10-09 12:00:00+00:00,54808.41796875,55157.88671875,54808.41796875,54986.31640625,54986.31640625,0
2021-10-09 13:00:00+00:00,55000.59375,55397.9453125,54968.90234375,55239.20703125,55239.20703125,0
2021-10-09 14:00:00+00:00,55251.453125,55310.18359375,55081.96875,55149.8125,55149.8125,0
2021-10-09 15:00:00+00:00,55140.77734375,55177.6875,54921.58203125,54971.078125,54971.078125,0
2021-10-09 16:00:00+00:00,54980.375,55119.3515625,54712.51171875,54810.93359375,54810.93359375,29353984
2021-10-09 17:00:00+00:00,54811.28515625,54931.0546875,54777.23828125,54901.08984375,54901.08984375,228366336
2021-10-09 18:00:00+00:00,54903.81640625,55039.0390625,54766.0625,54884.46484375,54884.46484375,76060672
2021-10-09 19:00:00+00:00,54894.12109375,54954.64453125,54665.78515625,54676.24609375,54676.24609375,68323328
2021-10-09 20:00:00+00:00,54669.49609375,54669.49609375,54399.8203125,54657.46875,54657.46875,247523328
2021-10-09 21:00:00+00:00,54663.03125,54853.92578125,54590.26953125,54853.92578125,54853.92578125,0
2021-10-09 22:00:00+00:00,54853.609375,54951.37890625,54775.35546875,54890.90625,54890.90625,0
2021-10-10 00:00:00+00:00,54952.8203125,55161.0,54828.92578125,54975.58203125,54975.58203125,92456960
2021-10-10 01:00:00+00:00,54923.8125,54948.921875,54417.2734375,54417.2734375,54417.2734375,568664064
2021-10-10 02:00:00+00:00,54431.3671875,54726.86328125,54264.2578125,54648.234375,54648.234375,573089792
2021-10-10 03:00:00+00:00,54658.57421875,55131.234375,54631.546875,55117.2578125,55117.2578125,295247872
2021-10-10 04:00:00+00:00,55078.10546875,55875.05078125,54891.296875,55749.015625,55749.015625,1440679936
2021-10-10 05:00:00+00:00,55855.4375,56006.375,55462.6171875,55708.21875,55708.21875,821743616
2021-10-10 06:00:00+00:00,55647.53515625,55778.85546875,55532.91796875,55608.6484375,55608.6484375,0
2021-10-10 07:00:00+00:00,55615.7265625,55759.1640625,55454.8359375,55645.7890625,55645.7890625,117366784
2021-10-10 08:00:00+00:00,55672.09765625,55836.95703125,55555.4453125,55555.4453125,55555.4453125,6705152
2021-10-10 09:00:00+00:00,55579.1328125,55579.1328125,54878.08203125,54949.8828125,54949.8828125,542154752
2021-10-10 10:00:00+00:00,54980.3515625,55153.4375,54856.203125,55037.51953125,55037.51953125,0
2021-10-10 11:00:00+00:00,55031.0234375,55277.33984375,54836.265625,55135.234375,55135.234375,0
2021-10-10 12:00:00+00:00,55160.80859375,55180.03515625,54806.9453125,54900.88671875,54900.88671875,0
2021-10-10 13:00:00+00:00,54943.66796875,55262.90625,54701.6796875,55178.3984375,55178.3984375,0
2021-10-10 14:00:00+00:00,55227.0625,55430.3125,55129.94921875,55183.8046875,55183.8046875,0
2021-10-10 15:00:00+00:00,55149.9921875,55487.94921875,55013.80078125,55362.94140625,55362.94140625,143593472
2021-10-10 16:00:00+00:00,55374.51171875,55441.6484375,55196.29296875,55441.6484375,55441.6484375,0
2021-10-10 17:00:00+00:00,55468.69921875,55468.69921875,55034.05078125,55300.78515625,55300.78515625,175312896
2021-10-10 18:00:00+00:00,55319.34765625,55354.6875,55065.04296875,55276.24609375,55276.24609375,0
2021-10-10 19:00:00+00:00,55304.16015625,55481.828125,55226.5546875,55481.828125,55481.828125,58535936
2021-10-10 20:00:00+00:00,55447.1484375,56401.3046875,55381.1796875,55423.80078125,55423.80078125,1764265984
2021-10-10 21:00:00+00:00,55443.37109375,55443.37109375,54536.4765625,54903.6015625,54903.6015625,1274351616
2021-10-10 22:00:00+00:00,54861.41796875,54960.546875,54649.5625,54947.8671875,54947.8671875,684797952
2021-10-11 00:00:00+00:00,54734.125,55197.1015625,54519.765625,55180.32421875,55180.32421875,422596608
2021-10-11 01:00:00+00:00,55182.57421875,55581.171875,55152.45703125,55420.22265625,55420.22265625,0
2021-10-11 02:00:00+00:00,55412.20703125,55790.5,55370.359375,55790.5,55790.5,0
2021-10-11 03:00:00+00:00,55818.2109375,56652.30078125,55721.57421875,56476.23046875,56476.23046875,1132040192
2021-10-11 04:00:00+00:00,56529.94921875,56715.61328125,56390.1796875,56469.45703125,56469.45703125,1766322176
2021-10-11 05:00:00+00:00,56473.83203125,56587.890625,56203.86328125,56546.84375,56546.84375,0
2021-10-11 06:00:00+00:00,56535.33203125,56728.453125,56535.33203125,56728.453125,56728.453125,2315206656
2021-10-11 07:00:00+00:00,56724.359375,56964.66015625,56633.4375,56828.77734375,56828.77734375,803266560
2021-10-11 08:00:00+00:00,56831.0546875,56863.67578125,56347.01953125,56515.87109375,56515.87109375,0
2021-10-11 09:00:00+00:00,56563.09765625,56724.47265625,56429.34765625,56498.26171875,56498.26171875,0
2021-10-11 10:00:00+00:00,56488.484375,56544.5234375,56288.390625,56288.390625,56288.390625,0
2021-10-11 11:00:00+00:00,56209.765625,56640.59375,55922.66015625,56456.203125,56456.203125,2686443520
2021-10-11 12:00:00+00:00,56428.11328125,56522.15625,56194.8203125,56462.37109375,56462.37109375,157519872
2021-10-11 13:00:00+00:00,56473.1875,57386.78125,56473.1875,57213.44140625,57213.44140625,1409466368
2021-10-11 14:00:00+00:00,57235.765625,57616.265625,57079.1171875,57466.48828125,57466.48828125,1023688704
2021-10-11 15:00:00+00:00,57464.3359375,57599.19140625,57248.1015625,57518.984375,57518.984375,248172544
2021-10-11 16:00:00+00:00,57515.39453125,57741.18359375,57261.31640625,57302.9765625,57302.9765625,190251008
2021-10-11 17:00:00+00:00,57294.32421875,57500.2109375,57224.33984375,57442.453125,57442.453125,97529856
2021-10-11 18:00:00+00:00,57443.58984375,57572.04296875,57341.8671875,57430.48828125,57430.48828125,125775872
2021-10-11 19:00:00+00:00,57398.91015625,57793.0390625,57391.73828125,57531.56640625,57531.56640625,574095360
2021-10-11 20:00:00+00:00,57505.4140625,57505.4140625,56893.390625,57399.46875,57399.46875,0
2021-10-11 21:00:00+00:00,57337.31640625,57407.05859375,57037.1640625,57184.7265625,57184.7265625,0
2021-10-11 22:00:00+00:00,57174.5390625,57327.97265625,57092.10546875,57204.6796875,57204.6796875,0
2021-10-12 00:00:00+00:00,57526.83203125,57526.83203125,56692.19921875,56926.06640625,56926.06640625,0
2021-10-12 01:00:00+00:00,56953.23828125,57143.515625,56784.44921875,57109.32421875,57109.32421875,0
2021-10-12 02:00:00+00:00,57095.109375,57154.9453125,56714.3046875,56747.49609375,56747.49609375,104939520
2021-10-12 03:00:00+00:00,56787.11328125,56789.35546875,56471.56640625,56662.609375,56662.609375,0
2021-10-12 04:00:00+00:00,56700.67578125,57044.08203125,56621.734375,56997.33203125,56997.33203125,0
2021-10-12 05:00:00+00:00,56992.390625,57553.484375,56630.453125,57527.32421875,57527.32421875,226304000
2021-10-12 06:00:00+00:00,57429.78515625,57627.87890625,57192.2265625,57233.34375,57233.34375,0
2021-10-12 07:00:00+00:00,57228.55859375,57473.87890625,57219.125,57398.265625,57398.265625,0
2021-10-12 08:00:00+00:00,57375.71484375,57593.18359375,57306.7265625,57499.23046875,57499.23046875,0
2021-10-12 09:00:00+00:00,57510.3125,57545.1328125,56855.16015625,56908.33984375,56908.33984375,0
2021-10-12 10:00:00+00:00,56958.83203125,57222.56640625,56739.40234375,57192.35546875,57192.35546875,643616768
2021-10-12 11:00:00+00:00,57218.90234375,57376.97265625,57069.48046875,57259.546875,57259.546875,0
2021-10-12 12:00:00+00:00,57258.7890625,57295.890625,56840.4453125,56954.28125,56954.28125,0
2021-10-12 13:00:00+00:00,56919.7109375,57418.1875,56919.7109375,57052.9765625,57052.9765625,310960128
2021-10-12 14:00:00+00:00,57001.33203125,57089.12109375,56276.890625,56276.890625,56276.890625,10416128
2021-10-12 15:00:00+00:00,56425.2890625,56584.55078125,56163.265625,56329.828125,56329.828125,415633408
2021-10-12 16:00:00+00:00,56316.375,56353.91015625,55889.6953125,56040.33984375,56040.33984375,312967168
2021-10-12 17:00:00+00:00,55950.453125,56025.08203125,55602.09765625,55932.8125,55932.8125,328941568
2021-10-12 18:00:00+00:00,55931.83984375,56003.609375,55595.53515625,55693.03125,55693.03125,0
2021-10-12 19:00:00+00:00,55608.65234375,55849.82421875,55318.5859375,55366.58984375,55366.58984375,0
2021-10-12 20:00:00+00:00,55344.93359375,55567.7734375,54477.97265625,55377.44140625,55377.44140625,876912640
2021-10-12 21:00:00+00:00,55396.109375,56062.6640625,55150.52734375,55999.35546875,55999.35546875,0
2021-10-12 22:00:00+00:00,56076.6796875,56358.56640625,56076.6796875,56310.1640625,56310.1640625,46342144
2021-10-13 00:00:00+00:00,56038.2578125,56486.6640625,55942.74609375,56411.41796875,56411.41796875,0
2021-10-13 01:00:00+00:00,56415.0703125,56499.34765625,56156.6328125,56249.83203125,56249.83203125,0
2021-10-13 02:00:00+00:00,56267.71875,56404.78125,56222.90234375,56404.78125,56404.78125,339599360
2021-10-13 03:00:00+00:00,56407.80078125,56433.06640625,56255.671875,56270.265625,56270.265625,0
2021-10-13 04:00:00+00:00,56263.80078125,56353.23046875,56069.73828125,56069.73828125,56069.73828125,27697152
2021-10-13 05:00:00+00:00,56080.08203125,56155.84375,55232.375,55232.375,55232.375,40894464
2021-10-13 06:00:00+00:00,55118.69140625,55528.17578125,54946.79296875,55402.6484375,55402.6484375,636325888
2021-10-13 07:00:00+00:00,55410.9140625,55477.1796875,54653.71875,54794.00390625,54794.00390625,61915136
2021-10-13 08:00:00+00:00,54680.48046875,55303.72265625,54627.7265625,54693.12890625,54693.12890625,87736320
2021-10-13 09:00:00+00:00,54645.5546875,54947.32421875,54370.97265625,54910.62109375,54910.62109375,761368576
2021-10-13 10:00:00+00:00,54917.25390625,55164.32421875,54504.921875,54639.02734375,54639.02734375,0
2021-10-13 11:00:00+00:00,54676.50390625,55209.9609375,54558.71875,55152.25390625,55152.25390625,331919360
2021-10-13 12:00:00+00:00,55204.828125,55330.75,54864.640625,54997.48046875,54997.48046875,23232512
2021-10-13 13:00:00+00:00,55037.8203125,55198.390625,54849.765625,54886.86328125,54886.86328125,0
2021-10-13 14:00:00+00:00,54893.7265625,55840.69921875,54587.00390625,55809.65625,55809.65625,364707840
2021-10-13 15:00:00+00:00,55803.69140625,56394.12109375,55803.69140625,56180.22265625,56180.22265625,223023104
2021-10-13 16:00:00+00:00,56162.0078125,56948.33984375,56134.96875,56865.6640625,56865.6640625,572862464
2021-10-13 17:00:00+00:00,56955.26953125,57146.87890625,56779.65625,56911.53125,56911.53125,257392640
2021-10-13 18:00:00+00:00,56877.07421875,57150.72265625,56877.07421875,56945.3046875,56945.3046875,831463424
2021-10-13 19:00:00+00:00,56967.41015625,57249.59765625,56967.41015625,57248.58984375,57248.58984375,7741440
2021-10-13 20:00:00+00:00,57252.296875,57464.58203125,56781.03125,56974.6640625,56974.6640625,0
2021-10-13 21:00:00+00:00,56972.12890625,57688.66015625,56914.9609375,57528.28515625,57528.28515625,566366208
2021-10-13 22:00:00+00:00,57521.16015625,57678.671875,57380.83203125,57388.94921875,57388.94921875,134983680
2021-10-14 00:00:00+00:00,57372.83203125,57565.80859375,57183.53515625,57545.8203125,57545.8203125,0
2021-10-14 01:00:00+00:00,57661.734375,58436.6484375,57661.734375,58287.37109375,58287.37109375,1920802816
2021-10-14 02:00:00+00:00,58284.9140625,58478.734375,58113.34765625,58196.65234375,58196.65234375,310771712
2021-10-14 03:00:00+00:00,58218.69140625,58247.046875,58038.828125,58069.6796875,58069.6796875,0
2021-10-14 04:00:00+00:00,58065.078125,58146.45703125,57733.5390625,57948.47265625,57948.47265625,198770688
2021-10-14 05:00:00+00:00,57972.33984375,58088.7109375,57815.26953125,57980.9296875,57980.9296875,0
2021-10-14 06:00:00+00:00,57996.125,58044.35546875,57585.6015625,57639.828125,57639.828125,0
2021-10-14 07:00:00+00:00,57668.78515625,57788.98828125,57391.45703125,57391.45703125,57391.45703125,0
2021-10-14 08:00:00+00:00,57388.19921875,57678.04296875,57388.19921875,57483.4453125,57483.4453125,0
2021-10-14 09:00:00+00:00,57491.078125,57667.47265625,57287.91796875,57475.91796875,57475.91796875,0
2021-10-14 10:00:00+00:00,57427.171875,57776.625,57268.3828125,57687.078125,57687.078125,0
2021-10-14 11:00:00+00:00,57669.76953125,58131.34375,57592.74609375,57621.0703125,57621.0703125,452636672
2021-10-14 12:00:00+00:00,57619.00390625,57876.2890625,57443.69140625,57539.8359375,57539.8359375,0
2021-10-14 13:00:00+00:00,57556.5703125,57709.7578125,57354.3984375,57406.41015625,57406.41015625,0
2021-10-14 14:00:00+00:00,57394.515625,57616.1953125,57299.89453125,57473.93359375,57473.93359375,0
2021-10-14 15:00:00+00:00,57439.078125,57767.87109375,57057.58203125,57323.828125,57323.828125,0
2021-10-14 16:00:00+00:00,57328.6328125,57380.53125,57094.82421875,57195.44140625,57195.44140625,0
2021-10-14 17:00:00+00:00,57154.55078125,57247.70703125,57113.8984375,57238.921875,57238.921875,0
2021-10-14 18:00:00+00:00,57199.7890625,58029.765625,56957.07421875,58018.1484375,58018.1484375,364859392
2021-10-14 19:00:00+00:00,58010.19140625,58010.19140625,57033.359375,57789.109375,57789.109375,239996928
2021-10-14 20:00:00+00:00,57844.9609375,57844.9609375,57440.23828125,57482.19921875,57482.19921875,0
2021-10-14 21:00:00+00:00,57447.04296875,57747.265625,57446.7734375,57743.6484375,57743.6484375,0
2021-10-14 22:00:00+00:00,57745.9140625,57751.76171875,57494.37890625,57643.8203125,57643.8203125,0
2021-10-15 00:00:00+00:00,57345.90234375,57387.85546875,56991.296875,56991.296875,56991.296875,0
2021-10-15 01:00:00+00:00,57014.83984375,57290.51171875,56868.14453125,57242.40234375,57242.40234375,0
2021-10-15 02:00:00+00:00,57252.484375,59274.4609375,57103.75390625,59156.8984375,59156.8984375,2811744256
2021-10-15 03:00:00+00:00,59142.62109375,59398.88671875,59012.765625,59398.88671875,59398.88671875,0
2021-10-15 04:00:00+00:00,59413.2421875,59692.84765625,59169.4765625,59517.1953125,59517.1953125,1011675136
2021-10-15 05:00:00+00:00,59573.36328125,59924.0390625,59443.14453125,59496.1484375,59496.1484375,832991232
